S0_0,S0_1,S0_2,S0_3,S0_4,S0_5,sigma_0,sigma_1,sigma_2,sigma_3,sigma_4,sigma_5,T,price,rho_greek,theta,delta_0,delta_1,delta_2,delta_3,delta_4,delta_5,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,vega_0,vega_1,vega_2,vega_3,vega_4,vega_5
115.65614615269698,181.90111834705905,146.89305893516058,496.9339550566272,290.8822595594804,72.31446257286534,0.8734773725820218,0.5439602339302146,0.1561206737473485,0.5577654305988521,0.4536628390942382,0.9405706215541453,1.5873015873015872,127.59231762784653,137.727337920391,7.461177386071079,0.17424231983126373,0.16132732639028868,0.15533920133548348,0.16716715972545992,0.16174488188151956,0.16490088961673277,2.1247740882550963e-10,1.288459333518207e-10,2.6343752725591495e-10,1.7264106591080627e-11,3.359044248788953e-11,8.152506021680371e-10,3.4789251195653286,1.9932379033006207,3.2028675704248677,13.50739072102094,6.073583161935531,0.5425261800251278
126.6957938287783,305.13926709319577,90.18939205783259,78.46865637753895,135.24224115922786,147.0691311020614,0.0011080262304651312,0.4382944846219564,0.5685734016273842,0.27033800313214673,0.2597496510988164,0.3567850453979742,0.14285714285714285,47.63345914611717,14.224620804032384,3.4854464461101453,0.1666660713538226,0.16671446685516933,0.1670682093684985,0.16668103108557486,0.16663725935911544,0.1668288303709339,4.426554440555364e-11,-7.631220566810282e-12,-1.7470658736918755e-10,-1.1539786431320411e-10,0.0,-6.570178160824814e-11,-0.06807716203001644,0.09844691527844551,0.12456849806407266,0.013983207558648347,-0.012686597912449193,0.07842284155138257
117.18981446531744,261.99363428250257,181.65690942709068,82.30558805475641,291.052609460195,367.1984390394931,0.09915172292157703,0.930398552245199,0.17719517497639592,0.9253834753015131,0.4837273393657078,0.10295534800448036,5.432539682539683,142.93346771464087,434.1538053656649,5.321136345011089,0.158964440088528,0.18969930018148762,0.16216556842096239,0.16339280148132562,0.18075385073109246,0.1606929783410206,0.0004621574018579985,4.140651853672686e-11,0.0003277378346617618,8.391151193855818e-10,3.355113375945148e-11,0.0002711298541131863,2.301357132913143,21.907842627478374,4.917937431600556,-0.7997385793181593,19.84513166621244,13.822780071918743
171.3769846545381,332.6601495761906,116.41203892512846,131.4610126792994,67.02385106417238,208.04637799985235,0.26421578615303976,0.10578623436071921,0.03447271989165568,0.7833538225692199,0.10798506672023855,0.8886094666634103,3.8134920634920637,96.18088450778542,315.0570151174952,6.595381750643941,0.16232085047037537,0.15854585817292532,0.15560059590494194,0.18645711298308215,0.15804201449105196,0.2163899121620882,-1.4515649054900812e-10,3.528452870475476e-05,-1.0486351420030942e-10,-8.222923550105889e-11,-6.326906831686629e-10,-6.566438430460694e-11,4.301856736323465,12.71960671694519,3.959621333539839,8.988827865323557,2.124072633946197,24.206329502337155
135.6946525605418,393.11296647736805,93.1660878034457,133.1259264680159,172.94732472803923,127.48071565950684,0.3480112722485862,0.4767331550590551,0.9008402037429816,0.6676865447829067,0.7787680162855719,0.1799038334742995,0.003968253968253968,75.96933422286116,0.3967781585185871,8.849864086722906,0.16667752416444734,0.16670987523319816,0.16663546653230138,0.16669326624005332,0.1667635461920484,0.1666690412593503,-7.71782155072922e-11,-1.8391428258236605e-11,-1.6372103489140916e-10,-1.6037065711989047e-10,-9.502163486531692e-11,-1.7488848247955082e-10,0.005208066035287159,0.045500209828292795,-0.0026420603973316345,0.007296015422100392,0.02565183971317961,0.0025468792876908574
212.5346529484076,130.00462173117708,147.95960419759635,148.24231136259044,121.709785558262,257.7896094902346,0.07687783516158808,0.9563439859237466,0.5570401559292054,0.4480774894323233,0.5041100438610606,0.6704502771851815,0.5714285714285714,71.71188629291917,55.14741826997159,4.068479040575429,0.16402406826272858,0.16599615608839421,0.16540377270745618,0.16533077916940142,0.16586844860205366,0.16528554253543495,6.29202869760935e-11,8.408191909332439e-11,1.9473998509200883e-10,1.2933195412436333e-10,9.593326046077527e-11,4.276804298084031e-11,1.0653973135714934,0.25681323696277225,0.39128432004413494,0.43967281081262843,0.46722231603104003,0.541185505305549
127.2319770389432,248.6882937286926,132.31331734718594,144.6264518723452,214.27007136405774,112.88411702498252,0.2892478426597499,0.44187796842293625,0.6903212451799658,0.664950595142531,0.7931572960998877,0.05831286872858743,0.6706349206349206,67.309335243941,62.826937344260635,6.836069842215771,0.1612000402425634,0.16432229564918727,0.16502879099942208,0.16711564174637022,0.16596436307572893,0.15990938334733565,6.355065383045075e-05,5.302420733712573e-05,3.022535701942749e-05,0.0,0.0,9.589520948120589e-05,0.8869939262393864,3.2258185997373747,1.4461584015409077,1.8547687098427854,1.7896990182389239,1.1363282911229962
144.01482275974493,250.4497359442941,117.76351338737268,250.22630255358956,120.44830701965874,130.19810637810124,0.19377917007031253,0.5140528646887637,0.8754972627825764,0.3675200905698891,0.7455650494876572,0.24665260119499777,4.063492063492063,88.76699878414489,265.51659407273894,4.71074460922245,0.13299612105777162,0.1589646807908754,0.1626836873940793,0.15354289154253853,0.16160461163923967,0.13901295471093728,0.00024841998866010354,1.553312082118519e-05,2.0036459182712838e-05,8.502399984339866e-05,0.0,0.00041777542172693306,6.95293869950048,13.868167221578233,3.2270087611953073,16.90381298320439,4.021630449861021,7.462844145300284
140.29138476457237,67.14931102412038,276.0125332817295,96.6034402137242,78.17617195162903,353.6205165599868,0.31424194199127153,0.8780366443752882,0.6822386436483094,0.7157818171696403,0.6186055919288922,0.0752305502346241,0.6706349206349206,70.78928934597639,65.33116350496951,3.529451579336482,0.1667278239612278,0.16579282979166085,0.16556419149615445,0.16924862451494777,0.16678553390330048,0.16570411498540794,-1.4440698182253253e-10,-3.1516434369599153e-10,0.0,-3.0455449222943305e-10,2.3252593446383728e-10,0.00010260049234710028,0.6330886649494722,-0.04685369180051158,-0.12207668315761566,0.8676567725854714,0.16336762354191237,0.23189728038648827
112.42336775421585,137.38902361504304,137.80338216704124,131.66766521589656,113.5755351268607,63.30627554376254,0.9565682056943912,0.48523361626637096,0.9134052492150744,0.5462522112752002,0.15808451474375307,0.8429321457607186,0.19444444444444445,19.866285323948173,13.94950122321945,20.961071779380738,0.13597449224661032,0.13095281461404873,0.13759785912775974,0.12989149871061645,0.12233461730374401,0.13221765476645203,0.0003286092174025416,0.00021529189392815253,0.00026978946675252984,0.00022767903089524318,0.00030394496781052855,8.548335321549835e-05,1.7090960035225211,2.88918545331575,2.2837253878082975,2.2415726401083456,1.4725636985550925,0.8714114835703843
109.28064363637051,102.101023340589,183.79319247478557,86.30626664462866,132.0446873260477,117.34595578101971,0.5304613546480865,0.2748312990775861,0.5884996597343284,0.014164004458195767,0.9732227876999444,0.7299888563804402,3.5714285714285716,57.480949705597105,150.43877050097606,7.2590720293366005,0.1506685107791168,0.08935218106174622,0.15078668357037575,0.07912815740358581,0.16199861516412475,0.15408989660592587,5.949818467195017e-11,-6.81600678160091e-11,0.00017356045930562474,1.907811832579551e-10,-4.075194474194154e-11,1.0320100965489728e-10,17.956561562658738,4.958006792518022,25.83405387938854,6.052600398161431,9.987815515564833,9.48902185285882
146.9085900324793,367.79956633459375,563.8651419171895,114.524549309937,270.97004962070713,190.10102756275222,0.46741993613614274,0.7204429990775939,0.12719653375271744,0.7639988684909257,0.44515382202081977,0.6943714815333498,0.3968253968253968,178.53402376806406,39.21292934170694,7.705797444800712,0.16736245852550352,0.1677599412042896,0.1667205874864061,0.16967353799196971,0.1687791513193138,0.1677412346927272,-2.633818292521685e-10,-6.303024919881452e-11,-8.939221537232136e-12,-4.3339411325791613e-10,-3.870861329944059e-11,-7.864683797644524e-11,0.6233035187746365,1.377517995550729,0.7156272216358728,0.9402739390487174,2.443179101720842,0.83843415700915
237.4575452334553,226.10919486763925,112.82659611966237,78.85508149146068,229.89507474447225,111.30920759942924,0.2707282636532402,0.3910192017823302,0.8030264755663209,0.3398026404036042,0.2915003091677629,0.6511814330425661,1.9206349206349207,74.40274823039984,159.6976378595746,4.925730363764629,0.15406855437764463,0.15944165294227997,0.16323077050835727,0.15482955769091342,0.1542253766701875,0.16920088588181814,7.560830575413578e-11,1.1118437104785832e-10,4.4653676184824603e-10,9.141570670670694e-10,5.0373275354660473e-05,4.58794294744269e-10,6.428192520930505,5.188653972442577,1.341881096645814,1.5564265780013686,5.912791574831395,3.439932240835482
270.522455617312,199.05079266618603,169.49238490893055,135.91413335553648,111.4704871770923,202.08824584385266,0.9375993827474559,0.08094897197195106,0.32019680548316576,0.2385079810194104,0.06779991762273752,0.699985826598233,0.0992063492063492,81.76437258232389,9.891153114962755,3.8856445476976105,0.16683593355728388,0.1666644915953868,0.16665381249869438,0.16662785474915762,0.1666600207476323,0.16670105644496722,-1.9418405122956497e-11,3.5866778990262245e-11,-4.9467483566819045e-11,0.0,1.1436691360615823e-10,3.4796702581518034e-11,0.15629749968938533,-0.00213021846633743,-0.006081670109954085,-0.026649171146530093,-0.01162381385256607,0.057446159744388936
84.06352426972148,140.02835568027265,259.52756949162,154.55768779507352,176.32411722932517,54.31467514591144,0.9286743476506867,0.6912249190603243,0.041858287953912,0.33236812719592457,0.9763847144879394,0.8651789853969352,3.8134920634920637,65.64186136341971,189.993359219079,3.907137869523111,0.16034690788774789,0.1430220666767377,0.09641023553280555,0.12608457253588848,0.15622837306591564,0.18229816914168426,2.010967318817853e-10,7.24749995627942e-11,0.0,1.1897863198236932e-10,9.1416956551914e-11,4.817101825746226e-10,3.9153328253891857,5.707027200140772,20.716460613963807,15.065617957422734,0.19366864950922036,5.4966504730109875
396.3263315166256,115.32371495894857,515.7875235862574,206.14692388272965,292.3749404306671,341.25490078102047,0.6645629779470779,0.5683479326356473,0.7138953583613707,0.7760234732162268,0.7879354187945043,0.8535130987928965,0.06349206349206349,211.9528154770277,6.337124133352127,11.83044860336357,0.16679247249184476,0.1666879242172245,0.16709292231279732,0.1671963724882703,0.16690488275487547,0.1669864180872906,1.8094406401515802e-11,2.137041456393701e-10,0.0,6.68800328587737e-11,3.3248335056537404e-11,7.321729093509816e-11,0.15759089536330473,0.0053648766955010085,0.5826043863069827,0.26692551731552894,0.2000911377818917,0.27364034615422783
164.35131849595345,139.7416860803259,276.7731902893444,306.2355180507967,226.6458953763856,208.14987832959955,0.9141624305131054,0.180401383389027,0.9551171534294077,0.8058571911971223,0.8999123743003237,0.34323890669734014,2.2857142857142856,153.62698180042085,159.52677281868188,16.243920572025107,0.1740872101350472,0.1326194399314798,0.19355134210995373,0.1670248812890573,0.1869708351671671,0.14019259893651922,3.098473713445658e-05,0.00021259833600224953,-7.420482603195181e-11,6.17959673196183e-05,-1.1065842236017968e-10,4.605614320802517e-05,8.655232646176763,6.64226468959509,23.650650188969323,16.719152343174756,17.724522522312327,10.380076229423175
218.88638468920288,58.87473721443908,209.0749757946915,157.3614319353727,373.261385809028,62.199462525693825,0.7634232599890378,0.17129653721755145,0.03264180255866722,0.45491991528671316,0.550641067963404,0.2870610387019038,6.349206349206349,105.31358923140364,400.70492940149825,3.7602934637560788,0.18415633314173463,0.13551196988701575,0.12943755454748346,0.15366878699526315,0.16023390577526817,0.14605023862236605,-5.9321578512277e-11,-8.199591786854126e-10,6.466924855360196e-05,5.738833195179424e-11,0.0,0.0,17.651739620567042,2.906210190241918,13.812122168548012,5.594403741820983,10.372042787831276,3.5767974788274657
192.93818539088562,171.30082675069173,95.495530501248,488.7859519816178,137.7519539480461,54.71170330635374,0.7821710627701225,0.7758873761787207,0.8452859834315578,0.2899925588665021,0.3464593415177629,0.15023889057405548,2.892857142857143,104.53230032327633,217.02691578372327,5.387167109773792,0.1648437593737145,0.16464846816148618,0.17181530693948485,0.15242273595612404,0.15214524808198696,0.1403152167531898,0.0,4.842852941666846e-11,-1.5583108987120288e-10,-5.948161729827678e-12,7.489014367777844e-11,0.0,5.552507240430472,3.541926872656475,3.109335621960909,22.03418185141254,5.189008970769127,1.5977267516267113
121.11378184220283,184.25493139847552,109.01840313926002,130.49017760081486,60.366471796841616,161.68959362266665,0.4742965322872206,0.998622145766988,0.28738877610696023,0.2826220534281473,0.371379571216121,0.16931677337133944,3.8134920634920637,56.70385567606329,191.73932993871955,7.671513707542276,0.13606886526905643,0.19333035640729015,0.12044996992242768,0.12050603851537672,0.12529767237072037,0.11417724933083076,9.322976968516333e-05,9.561450621983174e-05,0.0005503688582048099,0.0003578361695553876,0.0006031359042851206,0.0003042495815001134,10.172312115208019,31.052065860653244,9.688403904340854,11.984585792216915,4.673691956694178,19.283499872623523
57.42380062576109,108.71194425713111,145.28255406067564,159.58076702788895,194.38972753244016,305.71892118892896,0.9326632476065337,0.8454648116565235,0.9848896670400978,0.03384998698761843,0.648398477118431,0.9546243372225395,4.861111111111111,130.03593265722012,177.21786957419124,11.808239412569307,0.18466279730809404,0.1912251781338526,0.1841806956118648,0.07243534393983214,0.150301137457031,0.22100415805852744,-8.619187509813489e-10,0.0002503594105394856,1.3465524142084806e-10,7.072586838197594e-05,7.418778769049809e-05,0.0,9.225853808928314,26.192836245561153,11.802964607063217,10.228136797825812,18.78437653376666,51.61079187971626
205.6237439788897,103.05755233826017,82.11988287100675,109.66187407653692,443.18270724141195,92.00961863364098,0.18756930132050953,0.1340956184843044,0.7288384105162093,0.6857531406138728,0.46084449397983973,0.5013227277198118,1.1468253968253967,77.52710768382833,105.94341375179454,5.000890484888252,0.16097025596573838,0.16147340182415834,0.16394817205213275,0.16577958610667415,0.16569553753367194,0.16400426461125905,0.0,1.338013675682098e-10,0.0,1.1817044538916592e-10,2.779184148944503e-05,1.6786251986094599e-10,1.6779347103704856,1.6333710392406369,0.3670965028913127,0.8977271529353779,6.77765280019797,1.1436095164211757
216.39894875765594,319.237934392874,263.63383194951086,225.57760777754982,198.7495599849495,241.40990878325658,0.4342774629255072,0.4925577632143935,0.7603508127922565,0.1781181061599798,0.45270723889121023,0.05394243203766025,5.432539682539683,161.73349223160136,419.27635649119793,3.0943062976498377,0.16454263446660838,0.16392294457302406,0.1682920540830152,0.15973067810799024,0.16893277079968355,0.15326819419350457,-1.2138636249946697e-10,-2.7888246662386918e-11,-4.0892900019462695e-11,-1.1170901370286683e-10,-7.195116719031213e-11,2.8434367771492025e-05,3.418223410450281,1.6159368212481127,1.773937025433355,8.227428400866813,6.473358608064487,8.121579894854356
290.95376384619414,286.9602589737215,144.06546981428107,125.06275572345176,286.73905358952754,132.54234995889246,0.9806727341158386,0.41474759347572765,0.5542807073324794,0.007337258676562763,0.008779281421117724,0.07450022905530196,0.19444444444444445,112.65114529712058,19.331348701800813,7.926959607806335,0.170020171290228,0.16679428457726075,0.1666755726144315,0.1666666804141238,0.16666308933118595,0.16668909728500747,0.0,1.7257452561513865e-11,-6.847001133231138e-11,9.085821730594445e-11,0.0,1.6178597201106221e-10,1.8259996872156012,0.29952547311393474,0.010882742670943912,0.004254819904002796,-0.11317671285655614,0.037856451616491926
134.64829455871893,354.8335032985029,174.8827833836198,275.84551472899824,225.80710475840255,288.7581490270781,0.18671319325805602,0.3815167255102494,0.9623623520880437,0.7725647014054083,0.2629938769536707,0.28097433751567047,1.1468253968253967,147.09102105216158,110.46791109686328,4.23694351714801,0.166568940877312,0.1666505726634592,0.171347836313695,0.1675014856377992,0.166408197594208,0.16660336008961557,1.5676477411511414e-10,-2.257360685056057e-11,0.0,-3.7352385380491345e-11,-5.5741030114279467e-11,3.4086443991010974e-11,0.39699362878106825,0.36394686807363996,1.9716559321939258,0.9952645457780136,0.27819252817152496,0.48937494469373277
216.44335358230268,284.0805261771147,192.84116929144943,106.19572263026909,170.4765872673553,173.28617937333982,0.41112243098507384,0.431705750215302,0.3325950391551852,0.9173295458306547,0.8116473222352135,0.2673984097925576,3.111111111111111,106.64749170350171,231.73576800888264,5.265785874731464,0.15909872003531914,0.16184254327039033,0.15058695851904752,0.17201931486424013,0.16589049264119302,0.1450449633917915,6.066828056722163e-11,3.9680021626421844e-05,0.00013675365476915319,2.520206608856828e-10,0.0,2.5113915461661845e-05,10.559570480215363,12.808534901515102,6.375295636632249,3.448793187450235,2.8740304850977196,5.135328274754421
281.18608878974146,96.44176290250334,170.76735321800143,209.2839555308861,141.2322045638183,85.6811479071933,0.4900196852217329,0.1522247099493026,0.3292828010693303,0.4450645422977523,0.2619021837402262,0.3538863989424691,2.0992063492063493,72.88862846385706,174.4014266274537,4.563974156552824,0.16307666629947629,0.15151488960509096,0.15557385455319236,0.15973299867955207,0.15466777234215992,0.15943428347535876,4.589938175614138e-05,0.0003528363194253555,0.00019097268369932177,0.00011797357637941063,0.0001926354808970107,7.219366566624771e-05,6.435304040023716,2.393546083114007,3.5327339640777637,5.131818724173176,3.386634211945351,2.3887692726693004
61.86280794709988,74.63114936062539,161.99421919206026,98.32283053947766,112.80043089532164,289.01358304295997,0.8185864542669129,0.5854698586972793,0.7241257443615903,0.8976995924487441,0.4822363830796391,0.8449231475691436,2.6825396825396823,74.52718136470101,109.11142198082837,11.080551100703593,0.1479971995286359,0.12006996768816658,0.1402181513170207,0.16853640375724271,0.10058711966322534,0.16073152792858889,-3.7133077333901904e-10,0.0007090378571998659,0.0,-1.4699800956824689e-10,0.00010072367130275484,9.599669016834429e-05,4.728944244781651,5.943843429092878,15.551228598414525,10.37901808179948,6.803998423095562,25.672085155542646
147.04568580541692,148.02826871812712,91.85694230262817,98.86323682803092,170.12852139153586,132.57669765343954,0.8980314694776976,0.5388566642467874,0.06380813246796768,0.5995509541949889,0.48495603596437964,0.9069288447897671,1.1468253968253967,42.96127226481009,74.05032430308628,9.76617935302238,0.15048764943095824,0.13612885266530395,0.11551494862206572,0.13573585444342992,0.13032301799300838,0.14368911966327597,6.572273455975689e-11,3.2426560413062154e-11,0.0,7.269768027239565e-11,4.909824225695784e-11,8.08510762627014e-11,5.044550235373457,5.795680362619951,5.926630547214203,3.4511160737256628,7.015575146080604,4.911572797021325
188.54512969363805,253.23763137427724,226.33982449938907,100.83298683871485,83.59205800728341,349.9265662550557,0.21214412676695582,0.9924256945030622,0.6430201120365632,0.0017477542625116138,0.12559327868929726,0.24741421996701196,5.432539682539683,145.69329102684205,408.93752955878597,9.227383521214655,0.15467119538129487,0.26083026204312587,0.18035156092465238,0.14769554382360878,0.15218261788539067,0.16380506101056386,0.0,4.4319383404444546e-11,5.5478951600544887e-11,0.0,0.0,0.0,6.114500026811385,62.67792878716563,10.032808985565396,1.6685829652148478,3.8804588267337827,21.332995589262083
115.60090301070511,161.53310236941294,134.9688902812229,205.49779734554394,111.81583932786168,138.79125093350282,0.010579031904155878,0.504011404383559,0.28598619412914505,0.3601662420440698,0.16899502019426116,0.8064527059495693,5.142857142857143,72.7827623483912,296.9378596332537,4.6207981436922765,0.11301567202796978,0.15734711132094095,0.13993430578760963,0.1469270447305727,0.12762793397902367,0.20670187737640153,0.00014496007441762839,1.0892488921215178e-10,0.00011837596014514884,3.205756762252372e-05,1.1366154189451135e-10,1.4754551578210465e-10,8.007661304170655,13.126832556307676,11.572500519580817,14.707157295909724,9.834025350080255,15.800868324389256
330.30906842501037,251.70511174957656,96.36517247852791,294.81390296297633,158.35071564009263,318.3620780586288,0.5806158547840479,0.26033757415599934,0.6505651185795476,0.03564933007982429,0.7485742842726223,0.16329584200619496,6.670634920634921,166.0181355260947,531.736670407812,3.664872239743281,0.1752325429087292,0.16430046712677573,0.1618772041364131,0.16280285673658934,0.190786999473854,0.1654967655446153,5.210017673449787e-11,0.0,6.121248134424696e-10,0.0001703567398366573,0.0,1.576515970927367e-07,13.438948087843698,0.12222388040555643,-1.589476710231338,4.048754119669914,12.021883573107175,6.403183865726184
145.6745570673531,425.5372328511605,83.46639257786202,74.51372375202043,443.42525633014105,169.16932633030368,0.5108985504339784,0.2297200840428768,0.753102723058587,0.45290398507985885,0.5731160519571037,0.7760483145780492,1.5873015873015872,129.32988523545808,145.3300887718941,4.124255484513347,0.16427190662187655,0.16278509825442616,0.1662223263629919,0.16633718080222232,0.16548967031785078,0.1657262820954781,0.0,1.5695496730958662e-11,0.0,5.118911961663538e-10,0.0,0.0,0.9226445667970964,4.625239022331595,0.4902630882122132,1.00121890525792,2.621620079811322,0.6623480788774643
166.38112140696026,243.11556729048914,274.59195928281434,247.78137745171526,84.41852434961106,113.23598551372913,0.9233570342978508,0.3134897595911199,0.10952830541843617,0.49575605261851075,0.8246808188081259,0.2820261344977427,3.111111111111111,102.5423354475186,255.1813972359344,4.76117202664907,0.1717455068579575,0.16328718936483078,0.15375917524107452,0.16301799798989686,0.18444152837516553,0.15991312920529144,-1.0266965458145273e-10,0.0,8.383273640465281e-05,3.62555697967648e-05,-1.9940896840151007e-10,-1.108284529759176e-10,2.5393741760275788,10.821626317506563,8.576944300912865,4.862467261809016,4.975863676268837,3.9835082433136773
116.93413012511257,162.04983892422666,227.4571020862089,243.44643939894993,266.6348098198994,258.7601794794923,0.9402395550995404,0.41681091281676896,0.8615748039250786,0.18423225305998314,0.4512645030884104,0.008909094412893448,1.1468253968253967,116.71870497268131,110.49007190018602,3.6923280001468757,0.16843961014889072,0.1670537624451403,0.16853475658374756,0.16645878907377085,0.1666256285771434,0.16621257178503535,1.0392920876023409e-10,5.411566405889439e-11,0.0,0.0,0.0,-2.1223905929273106e-11,0.488365088097936,0.40741794946731424,1.230623583088402,0.3195915685144701,0.19208728159605215,0.5247216431816701
